hparams_seed,algorithm,test_env,val_env,trial,seed
15,ERMID,aumc,train,0,1783114334
15,ERMID,aumc,train,1,550897195
15,ERMID,aumc,train,2,467692234
15,ERMID,aumc,train,3,156665541
15,ERMID,aumc,train,4,1806255960
15,ERM,miiv,train,0,1590105997
15,ERM,miiv,train,1,607748736
15,ERM,miiv,train,2,797071555
15,ERM,miiv,train,3,1025520792
15,ERM,miiv,train,4,644724998
15,ERM,eicu,train,0,1590105997
15,ERM,eicu,train,1,607748736
15,ERM,eicu,train,2,797071555
15,ERM,eicu,train,3,1025520792
15,ERM,eicu,train,4,644724998
15,ERM,hirid,train,0,1590105997
15,ERM,hirid,train,1,607748736
15,ERM,hirid,train,2,797071555
15,ERM,hirid,train,3,1025520792
15,ERM,hirid,train,4,644724998
15,ERM,aumc,train,0,1590105997
15,ERM,aumc,train,1,607748736
15,ERM,aumc,train,2,797071555
15,ERM,aumc,train,3,1025520792
15,ERM,aumc,train,4,644724998
16,ERMID,miiv,train,0,1507713219
16,ERMID,miiv,train,1,1568930357
16,ERMID,miiv,train,2,866717341
16,ERMID,miiv,train,3,1131588856
16,ERMID,miiv,train,4,485920629
16,ERMID,eicu,train,0,1507713219
16,ERMID,eicu,train,1,1568930357
16,ERMID,eicu,train,2,866717341
16,ERMID,eicu,train,3,1131588856
16,ERMID,eicu,train,4,485920629
16,ERMID,hirid,train,0,1507713219
16,ERMID,hirid,train,1,1568930357
16,ERMID,hirid,train,2,866717341
16,ERMID,hirid,train,3,1131588856
16,ERMID,hirid,train,4,485920629
16,ERMID,aumc,train,0,1507713219
16,ERMID,aumc,train,1,1568930357
16,ERMID,aumc,train,2,866717341
16,ERMID,aumc,train,3,1131588856
16,ERMID,aumc,train,4,485920629
16,ERM,miiv,train,0,1225712780
16,ERM,miiv,train,1,1322828426
16,ERM,miiv,train,2,291915861
16,ERM,miiv,train,3,207288898
16,ERM,miiv,train,4,1088773852
16,ERM,eicu,train,0,1225712780
16,ERM,eicu,train,1,1322828426
16,ERM,eicu,train,2,291915861
16,ERM,eicu,train,3,207288898
16,ERM,eicu,train,4,1088773852
16,ERM,hirid,train,0,1225712780
16,ERM,hirid,train,1,1322828426
16,ERM,hirid,train,2,291915861
16,ERM,hirid,train,3,207288898
16,ERM,hirid,train,4,1088773852
16,ERM,aumc,train,0,1225712780
16,ERM,aumc,train,1,1322828426
16,ERM,aumc,train,2,291915861
16,ERM,aumc,train,3,207288898
16,ERM,aumc,train,4,1088773852
17,ERMID,miiv,train,0,1133972840
17,ERMID,miiv,train,1,512199279
17,ERMID,miiv,train,2,1117713152
17,ERMID,miiv,train,3,325490223
17,ERMID,miiv,train,4,140720700
17,ERMID,eicu,train,0,1133972840
17,ERMID,eicu,train,1,512199279
17,ERMID,eicu,train,2,1117713152
17,ERMID,eicu,train,3,325490223
17,ERMID,eicu,train,4,140720700
17,ERMID,hirid,train,0,1133972840
17,ERMID,hirid,train,1,512199279
17,ERMID,hirid,train,2,1117713152
17,ERMID,hirid,train,3,325490223
17,ERMID,hirid,train,4,140720700
17,ERMID,aumc,train,0,1133972840
17,ERMID,aumc,train,1,512199279
17,ERMID,aumc,train,2,1117713152
17,ERMID,aumc,train,3,325490223
17,ERMID,aumc,train,4,140720700
17,ERM,miiv,train,0,1056077691
17,ERM,miiv,train,1,141303359
17,ERM,miiv,train,2,1062735374
17,ERM,miiv,train,3,1711261060
17,ERM,miiv,train,4,1895653640
17,ERM,eicu,train,0,1056077691
17,ERM,eicu,train,1,141303359
17,ERM,eicu,train,2,1062735374
17,ERM,eicu,train,3,1711261060
17,ERM,eicu,train,4,1895653640
17,ERM,hirid,train,0,1056077691
17,ERM,hirid,train,1,141303359
17,ERM,hirid,train,2,1062735374
17,ERM,hirid,train,3,1711261060
17,ERM,hirid,train,4,1895653640
17,ERM,aumc,train,0,1056077691
17,ERM,aumc,train,1,141303359
17,ERM,aumc,train,2,1062735374
17,ERM,aumc,train,3,1711261060
17,ERM,aumc,train,4,1895653640
18,ERMID,miiv,train,0,459289864
18,ERMID,miiv,train,1,723240649
18,ERMID,miiv,train,2,1661324861
18,ERMID,miiv,train,3,461200839
18,ERMID,miiv,train,4,725900550
18,ERMID,eicu,train,0,459289864
18,ERMID,eicu,train,1,723240649
18,ERMID,eicu,train,2,1661324861
18,ERMID,eicu,train,3,461200839
18,ERMID,eicu,train,4,725900550
18,ERMID,hirid,train,0,459289864
18,ERMID,hirid,train,1,723240649
18,ERMID,hirid,train,2,1661324861
18,ERMID,hirid,train,3,461200839
18,ERMID,hirid,train,4,725900550
18,ERMID,aumc,train,0,459289864
18,ERMID,aumc,train,1,723240649
18,ERMID,aumc,train,2,1661324861
18,ERMID,aumc,train,3,461200839
18,ERMID,aumc,train,4,725900550
18,ERM,miiv,train,0,1508706056
18,ERM,miiv,train,1,273722079
18,ERM,miiv,train,2,1206173519
18,ERM,miiv,train,3,605252958
18,ERM,miiv,train,4,1312757406
18,ERM,eicu,train,0,1508706056
18,ERM,eicu,train,1,273722079
18,ERM,eicu,train,2,1206173519
18,ERM,eicu,train,3,605252958
18,ERM,eicu,train,4,1312757406
18,ERM,hirid,train,0,1508706056
18,ERM,hirid,train,1,273722079
18,ERM,hirid,train,2,1206173519
18,ERM,hirid,train,3,605252958
18,ERM,hirid,train,4,1312757406
18,ERM,aumc,train,0,1508706056
18,ERM,aumc,train,1,273722079
18,ERM,aumc,train,2,1206173519
18,ERM,aumc,train,3,605252958
18,ERM,aumc,train,4,1312757406
19,ERMID,miiv,train,0,872135854
19,ERMID,miiv,train,1,1754255735
19,ERMID,miiv,train,2,110468601
19,ERMID,miiv,train,3,1409706666
19,ERMID,miiv,train,4,1717863262
19,ERMID,eicu,train,0,872135854
19,ERMID,eicu,train,1,1754255735
19,ERMID,eicu,train,2,110468601
19,ERMID,eicu,train,3,1409706666
19,ERMID,eicu,train,4,1717863262
19,ERMID,hirid,train,0,872135854
19,ERMID,hirid,train,1,1754255735
19,ERMID,hirid,train,2,110468601
19,ERMID,hirid,train,3,1409706666
19,ERMID,hirid,train,4,1717863262
19,ERMID,aumc,train,0,872135854
19,ERMID,aumc,train,1,1754255735
19,ERMID,aumc,train,2,110468601
19,ERMID,aumc,train,3,1409706666
19,ERMID,aumc,train,4,1717863262
19,ERM,miiv,train,0,661361409
19,ERM,miiv,train,1,2004101058
19,ERM,miiv,train,2,1507057760
19,ERM,miiv,train,3,987830828
19,ERM,miiv,train,4,1997656995
19,ERM,eicu,train,0,661361409
19,ERM,eicu,train,1,2004101058
19,ERM,eicu,train,2,1507057760
19,ERM,eicu,train,3,987830828
19,ERM,eicu,train,4,1997656995
19,ERM,hirid,train,0,661361409
19,ERM,hirid,train,1,2004101058
19,ERM,hirid,train,2,1507057760
19,ERM,hirid,train,3,987830828
19,ERM,hirid,train,4,1997656995
19,ERM,aumc,train,0,661361409
19,ERM,aumc,train,1,2004101058
19,ERM,aumc,train,2,1507057760
19,ERM,aumc,train,3,987830828
19,ERM,aumc,train,4,1997656995
20,ERMID,miiv,train,0,856533736
20,ERMID,miiv,train,1,2117685648
20,ERMID,miiv,train,2,1257139177
20,ERMID,miiv,train,3,444223166
20,ERMID,miiv,train,4,21534696
20,ERMID,eicu,train,0,856533736
20,ERMID,eicu,train,1,2117685648
20,ERMID,eicu,train,2,1257139177
20,ERMID,eicu,train,3,444223166
20,ERMID,eicu,train,4,21534696
20,ERMID,hirid,train,0,856533736
20,ERMID,hirid,train,1,2117685648
20,ERMID,hirid,train,2,1257139177
20,ERMID,hirid,train,3,444223166
20,ERMID,hirid,train,4,21534696
20,ERMID,aumc,train,0,856533736
20,ERMID,aumc,train,1,2117685648
20,ERMID,aumc,train,2,1257139177
20,ERMID,aumc,train,3,444223166
20,ERMID,aumc,train,4,21534696
20,ERM,miiv,train,0,33179021
20,ERM,miiv,train,1,1905688641
20,ERM,miiv,train,2,276852187
20,ERM,miiv,train,3,579459433
20,ERM,miiv,train,4,1878555311
20,ERM,eicu,train,0,33179021
20,ERM,eicu,train,1,1905688641
20,ERM,eicu,train,2,276852187
20,ERM,eicu,train,3,579459433
20,ERM,eicu,train,4,1878555311
20,ERM,hirid,train,0,33179021
20,ERM,hirid,train,1,1905688641
20,ERM,hirid,train,2,276852187
20,ERM,hirid,train,3,579459433
20,ERM,hirid,train,4,1878555311
20,ERM,aumc,train,0,33179021
20,ERM,aumc,train,1,1905688641
20,ERM,aumc,train,2,276852187
20,ERM,aumc,train,3,579459433
20,ERM,aumc,train,4,1878555311
21,ERMID,miiv,train,0,152479578
21,ERMID,miiv,train,1,508285964
21,ERMID,miiv,train,2,2060969534
21,ERMID,miiv,train,3,667269373
21,ERMID,miiv,train,4,306647913
21,ERMID,eicu,train,0,152479578
21,ERMID,eicu,train,1,508285964
21,ERMID,eicu,train,2,2060969534
21,ERMID,eicu,train,3,667269373
21,ERMID,eicu,train,4,306647913
21,ERMID,hirid,train,0,152479578
21,ERMID,hirid,train,1,508285964
21,ERMID,hirid,train,2,2060969534
21,ERMID,hirid,train,3,667269373
21,ERMID,hirid,train,4,306647913
21,ERMID,aumc,train,0,152479578
21,ERMID,aumc,train,1,508285964
21,ERMID,aumc,train,2,2060969534
21,ERMID,aumc,train,3,667269373
21,ERMID,aumc,train,4,306647913
21,ERM,miiv,train,0,1648499426
21,ERM,miiv,train,1,150402080
21,ERM,miiv,train,2,753950688
21,ERM,miiv,train,3,926914645
21,ERM,miiv,train,4,488500859
21,ERM,eicu,train,0,1648499426
21,ERM,eicu,train,1,150402080
21,ERM,eicu,train,2,753950688
21,ERM,eicu,train,3,926914645
21,ERM,eicu,train,4,488500859
21,ERM,hirid,train,0,1648499426
21,ERM,hirid,train,1,150402080
21,ERM,hirid,train,2,753950688
21,ERM,hirid,train,3,926914645
21,ERM,hirid,train,4,488500859
21,ERM,aumc,train,0,1648499426
21,ERM,aumc,train,1,150402080
21,ERM,aumc,train,2,753950688
21,ERM,aumc,train,3,926914645
21,ERM,aumc,train,4,488500859
22,ERMID,miiv,train,0,989471933
22,ERMID,miiv,train,1,834876209
22,ERMID,miiv,train,2,346895589
22,ERMID,miiv,train,3,815252655
22,ERMID,miiv,train,4,295115496
22,ERMID,eicu,train,0,989471933
22,ERMID,eicu,train,1,834876209
22,ERMID,eicu,train,2,346895589
22,ERMID,eicu,train,3,815252655
22,ERMID,eicu,train,4,295115496
22,ERMID,hirid,train,0,989471933
22,ERMID,hirid,train,1,834876209
22,ERMID,hirid,train,2,346895589
22,ERMID,hirid,train,3,815252655
22,ERMID,hirid,train,4,295115496
22,ERMID,aumc,train,0,989471933
22,ERMID,aumc,train,1,834876209
22,ERMID,aumc,train,2,346895589
22,ERMID,aumc,train,3,815252655
22,ERMID,aumc,train,4,295115496
22,ERM,miiv,train,0,708199243
22,ERM,miiv,train,1,309916404
22,ERM,miiv,train,2,1505979517
22,ERM,miiv,train,3,162765015
22,ERM,miiv,train,4,875783664
22,ERM,eicu,train,0,708199243
22,ERM,eicu,train,1,309916404
22,ERM,eicu,train,2,1505979517
22,ERM,eicu,train,3,162765015
22,ERM,eicu,train,4,875783664
22,ERM,hirid,train,0,708199243
22,ERM,hirid,train,1,309916404
22,ERM,hirid,train,2,1505979517
22,ERM,hirid,train,3,162765015
22,ERM,hirid,train,4,875783664
22,ERM,aumc,train,0,708199243
22,ERM,aumc,train,1,309916404
22,ERM,aumc,train,2,1505979517
22,ERM,aumc,train,3,162765015
22,ERM,aumc,train,4,875783664
23,ERMID,miiv,train,0,225437905
23,ERMID,miiv,train,1,1851444306
23,ERMID,miiv,train,2,1958045056
23,ERMID,miiv,train,3,1981464294
23,ERMID,miiv,train,4,247444140
23,ERMID,eicu,train,0,225437905
23,ERMID,eicu,train,1,1851444306
23,ERMID,eicu,train,2,1958045056
23,ERMID,eicu,train,3,1981464294
23,ERMID,eicu,train,4,247444140
23,ERMID,hirid,train,0,225437905
23,ERMID,hirid,train,1,1851444306
23,ERMID,hirid,train,2,1958045056
23,ERMID,hirid,train,3,1981464294
23,ERMID,hirid,train,4,247444140
23,ERMID,aumc,train,0,225437905
23,ERMID,aumc,train,1,1851444306
23,ERMID,aumc,train,2,1958045056
23,ERMID,aumc,train,3,1981464294
23,ERMID,aumc,train,4,247444140
23,ERM,miiv,train,0,482344817
23,ERM,miiv,train,1,478380096
23,ERM,miiv,train,2,1101813110
23,ERM,miiv,train,3,886058067
23,ERM,miiv,train,4,952594119
23,ERM,eicu,train,0,482344817
23,ERM,eicu,train,1,478380096
23,ERM,eicu,train,2,1101813110
23,ERM,eicu,train,3,886058067
23,ERM,eicu,train,4,952594119
23,ERM,hirid,train,0,482344817
23,ERM,hirid,train,1,478380096
23,ERM,hirid,train,2,1101813110
23,ERM,hirid,train,3,886058067
23,ERM,hirid,train,4,952594119
23,ERM,aumc,train,0,482344817
23,ERM,aumc,train,1,478380096
23,ERM,aumc,train,2,1101813110
23,ERM,aumc,train,3,886058067
23,ERM,aumc,train,4,952594119
24,ERMID,miiv,train,0,1058095922
24,ERMID,miiv,train,1,11686425
24,ERMID,miiv,train,2,1162437170
24,ERMID,miiv,train,3,1227451980
24,ERMID,miiv,train,4,1165231083
24,ERMID,eicu,train,0,1058095922
24,ERMID,eicu,train,1,11686425
24,ERMID,eicu,train,2,1162437170
24,ERMID,eicu,train,3,1227451980
24,ERMID,eicu,train,4,1165231083
24,ERMID,hirid,train,0,1058095922
24,ERMID,hirid,train,1,11686425
24,ERMID,hirid,train,2,1162437170
24,ERMID,hirid,train,3,1227451980
24,ERMID,hirid,train,4,1165231083
24,ERMID,aumc,train,0,1058095922
24,ERMID,aumc,train,1,11686425
24,ERMID,aumc,train,2,1162437170
24,ERMID,aumc,train,3,1227451980
24,ERMID,aumc,train,4,1165231083
24,ERM,miiv,train,0,1170188272
24,ERM,miiv,train,1,188214976
24,ERM,miiv,train,2,1895239418
24,ERM,miiv,train,3,398506816
24,ERM,miiv,train,4,143014947
24,ERM,eicu,train,0,1170188272
24,ERM,eicu,train,1,188214976
24,ERM,eicu,train,2,1895239418
24,ERM,eicu,train,3,398506816
24,ERM,eicu,train,4,143014947
24,ERM,hirid,train,0,1170188272
24,ERM,hirid,train,1,188214976
24,ERM,hirid,train,2,1895239418
24,ERM,hirid,train,3,398506816
24,ERM,hirid,train,4,143014947
24,ERM,aumc,train,0,1170188272
24,ERM,aumc,train,1,188214976
24,ERM,aumc,train,2,1895239418
24,ERM,aumc,train,3,398506816
24,ERM,aumc,train,4,143014947
25,ERMID,miiv,train,0,1913414253
25,ERMID,miiv,train,1,285816143
25,ERMID,miiv,train,2,1410276262
25,ERMID,miiv,train,3,47771125
25,ERMID,miiv,train,4,1668629868
25,ERMID,eicu,train,0,1913414253
25,ERMID,eicu,train,1,285816143
25,ERMID,eicu,train,2,1410276262
25,ERMID,eicu,train,3,47771125
25,ERMID,eicu,train,4,1668629868
25,ERMID,hirid,train,0,1913414253
25,ERMID,hirid,train,1,285816143
25,ERMID,hirid,train,2,1410276262
25,ERMID,hirid,train,3,47771125
25,ERMID,hirid,train,4,1668629868
25,ERMID,aumc,train,0,1913414253
25,ERMID,aumc,train,1,285816143
25,ERMID,aumc,train,2,1410276262
25,ERMID,aumc,train,3,47771125
25,ERMID,aumc,train,4,1668629868
25,ERM,miiv,train,0,170049525
25,ERM,miiv,train,1,2075911243
25,ERM,miiv,train,2,1228772581
25,ERM,miiv,train,3,99567700
25,ERM,miiv,train,4,1514120056
25,ERM,eicu,train,0,170049525
25,ERM,eicu,train,1,2075911243
25,ERM,eicu,train,2,1228772581
25,ERM,eicu,train,3,99567700
25,ERM,eicu,train,4,1514120056
25,ERM,hirid,train,0,170049525
25,ERM,hirid,train,1,2075911243
25,ERM,hirid,train,2,1228772581
25,ERM,hirid,train,3,99567700
25,ERM,hirid,train,4,1514120056
25,ERM,aumc,train,0,170049525
25,ERM,aumc,train,1,2075911243
25,ERM,aumc,train,2,1228772581
25,ERM,aumc,train,3,99567700
25,ERM,aumc,train,4,1514120056
26,ERMID,miiv,train,0,1883031257
26,ERMID,miiv,train,1,115664599
26,ERMID,miiv,train,2,1713588389
26,ERMID,miiv,train,3,82156359
26,ERMID,miiv,train,4,155585752
26,ERMID,eicu,train,0,1883031257
26,ERMID,eicu,train,1,115664599
26,ERMID,eicu,train,2,1713588389
26,ERMID,eicu,train,3,82156359
26,ERMID,eicu,train,4,155585752
26,ERMID,hirid,train,0,1883031257
26,ERMID,hirid,train,1,115664599
26,ERMID,hirid,train,2,1713588389
26,ERMID,hirid,train,3,82156359
26,ERMID,hirid,train,4,155585752
26,ERMID,aumc,train,0,1883031257
26,ERMID,aumc,train,1,115664599
26,ERMID,aumc,train,2,1713588389
26,ERMID,aumc,train,3,82156359
26,ERMID,aumc,train,4,155585752
26,ERM,miiv,train,0,1325793644
26,ERM,miiv,train,1,1189322987
26,ERM,miiv,train,2,934523866
26,ERM,miiv,train,3,1527555466
26,ERM,miiv,train,4,676023208
26,ERM,eicu,train,0,1325793644
26,ERM,eicu,train,1,1189322987
26,ERM,eicu,train,2,934523866
26,ERM,eicu,train,3,1527555466
26,ERM,eicu,train,4,676023208
26,ERM,hirid,train,0,1325793644
26,ERM,hirid,train,1,1189322987
26,ERM,hirid,train,2,934523866
26,ERM,hirid,train,3,1527555466
26,ERM,hirid,train,4,676023208
26,ERM,aumc,train,0,1325793644
26,ERM,aumc,train,1,1189322987
26,ERM,aumc,train,2,934523866
26,ERM,aumc,train,3,1527555466
26,ERM,aumc,train,4,676023208
27,ERMID,miiv,train,0,331048569
27,ERMID,miiv,train,1,1654240171
27,ERMID,miiv,train,2,1104423111
27,ERMID,miiv,train,3,1891262466
27,ERMID,miiv,train,4,1462986257
27,ERMID,eicu,train,0,331048569
27,ERMID,eicu,train,1,1654240171
27,ERMID,eicu,train,2,1104423111
27,ERMID,eicu,train,3,1891262466
27,ERMID,eicu,train,4,1462986257
27,ERMID,hirid,train,0,331048569
27,ERMID,hirid,train,1,1654240171
27,ERMID,hirid,train,2,1104423111
27,ERMID,hirid,train,3,1891262466
27,ERMID,hirid,train,4,1462986257
27,ERMID,aumc,train,0,331048569
27,ERMID,aumc,train,1,1654240171
27,ERMID,aumc,train,2,1104423111
27,ERMID,aumc,train,3,1891262466
27,ERMID,aumc,train,4,1462986257
27,ERM,miiv,train,0,926668136
27,ERM,miiv,train,1,1117306388
27,ERM,miiv,train,2,813369126
27,ERM,miiv,train,3,2145766993
27,ERM,miiv,train,4,1041784460
27,ERM,eicu,train,0,926668136
27,ERM,eicu,train,1,1117306388
27,ERM,eicu,train,2,813369126
27,ERM,eicu,train,3,2145766993
27,ERM,eicu,train,4,1041784460
27,ERM,hirid,train,0,926668136
27,ERM,hirid,train,1,1117306388
27,ERM,hirid,train,2,813369126
27,ERM,hirid,train,3,2145766993
27,ERM,hirid,train,4,1041784460
27,ERM,aumc,train,0,926668136
27,ERM,aumc,train,1,1117306388
27,ERM,aumc,train,2,813369126
27,ERM,aumc,train,3,2145766993
27,ERM,aumc,train,4,1041784460
28,ERMID,miiv,train,0,887565948
28,ERMID,miiv,train,1,947807281
28,ERMID,miiv,train,2,643977947
28,ERMID,miiv,train,3,777555121
28,ERMID,miiv,train,4,1765507051
28,ERMID,eicu,train,0,887565948
28,ERMID,eicu,train,1,947807281
28,ERMID,eicu,train,2,643977947
28,ERMID,eicu,train,3,777555121
28,ERMID,eicu,train,4,1765507051
28,ERMID,hirid,train,0,887565948
28,ERMID,hirid,train,1,947807281
28,ERMID,hirid,train,2,643977947
28,ERMID,hirid,train,3,777555121
28,ERMID,hirid,train,4,1765507051
28,ERMID,aumc,train,0,887565948
28,ERMID,aumc,train,1,947807281
28,ERMID,aumc,train,2,643977947
28,ERMID,aumc,train,3,777555121
28,ERMID,aumc,train,4,1765507051
28,ERM,miiv,train,0,1192303054
28,ERM,miiv,train,1,747679173
28,ERM,miiv,train,2,668067644
28,ERM,miiv,train,3,77987212
28,ERM,miiv,train,4,248854465
28,ERM,eicu,train,0,1192303054
28,ERM,eicu,train,1,747679173
28,ERM,eicu,train,2,668067644
28,ERM,eicu,train,3,77987212
28,ERM,eicu,train,4,248854465
28,ERM,hirid,train,0,1192303054
28,ERM,hirid,train,1,747679173
28,ERM,hirid,train,2,668067644
28,ERM,hirid,train,3,77987212
28,ERM,hirid,train,4,248854465
28,ERM,aumc,train,0,1192303054
28,ERM,aumc,train,1,747679173
28,ERM,aumc,train,2,668067644
28,ERM,aumc,train,3,77987212
28,ERM,aumc,train,4,248854465
29,ERMID,miiv,train,0,1970416947
29,ERMID,miiv,train,1,2091211951
29,ERMID,miiv,train,2,200790835
29,ERMID,miiv,train,3,1241111743
29,ERMID,miiv,train,4,1658566045
29,ERMID,eicu,train,0,1970416947
29,ERMID,eicu,train,1,2091211951
29,ERMID,eicu,train,2,200790835
29,ERMID,eicu,train,3,1241111743
29,ERMID,eicu,train,4,1658566045
29,ERMID,hirid,train,0,1970416947
29,ERMID,hirid,train,1,2091211951
29,ERMID,hirid,train,2,200790835
29,ERMID,hirid,train,3,1241111743
29,ERMID,hirid,train,4,1658566045
29,ERMID,aumc,train,0,1970416947
29,ERMID,aumc,train,1,2091211951
29,ERMID,aumc,train,2,200790835
29,ERMID,aumc,train,3,1241111743
29,ERMID,aumc,train,4,1658566045
29,ERM,miiv,train,0,1370036821
29,ERM,miiv,train,1,911828633
29,ERM,miiv,train,2,1593009276
29,ERM,miiv,train,3,1284750014
29,ERM,miiv,train,4,1486003251
29,ERM,eicu,train,0,1370036821
29,ERM,eicu,train,1,911828633
29,ERM,eicu,train,2,1593009276
29,ERM,eicu,train,3,1284750014
29,ERM,eicu,train,4,1486003251
29,ERM,hirid,train,0,1370036821
29,ERM,hirid,train,1,911828633
29,ERM,hirid,train,2,1593009276
29,ERM,hirid,train,3,1284750014
29,ERM,hirid,train,4,1486003251
29,ERM,aumc,train,0,1370036821
29,ERM,aumc,train,1,911828633
29,ERM,aumc,train,2,1593009276
29,ERM,aumc,train,3,1284750014
29,ERM,aumc,train,4,1486003251
30,ERMID,miiv,train,0,696438652
30,ERMID,miiv,train,1,889303314
30,ERMID,miiv,train,2,48928363
30,ERMID,miiv,train,3,1419946281
30,ERMID,miiv,train,4,1652334405
30,ERMID,eicu,train,0,696438652
30,ERMID,eicu,train,1,889303314
30,ERMID,eicu,train,2,48928363
30,ERMID,eicu,train,3,1419946281
30,ERMID,eicu,train,4,1652334405
30,ERMID,hirid,train,0,696438652
30,ERMID,hirid,train,1,889303314
30,ERMID,hirid,train,2,48928363
30,ERMID,hirid,train,3,1419946281
30,ERMID,hirid,train,4,1652334405
30,ERMID,aumc,train,0,696438652
30,ERMID,aumc,train,1,889303314
30,ERMID,aumc,train,2,48928363
30,ERMID,aumc,train,3,1419946281
30,ERMID,aumc,train,4,1652334405
30,ERM,miiv,train,0,651990038
30,ERM,miiv,train,1,335829502
30,ERM,miiv,train,2,110591248
30,ERM,miiv,train,3,987492204
30,ERM,miiv,train,4,795839370
30,ERM,eicu,train,0,651990038
30,ERM,eicu,train,1,335829502
30,ERM,eicu,train,2,110591248
30,ERM,eicu,train,3,987492204
30,ERM,eicu,train,4,795839370
30,ERM,hirid,train,0,651990038
30,ERM,hirid,train,1,335829502
30,ERM,hirid,train,2,110591248
30,ERM,hirid,train,3,987492204
30,ERM,hirid,train,4,795839370
30,ERM,aumc,train,0,651990038
30,ERM,aumc,train,1,335829502
30,ERM,aumc,train,2,110591248
30,ERM,aumc,train,3,987492204
30,ERM,aumc,train,4,795839370
1,CORAL,miiv,train,0,378150343
1,CORAL,miiv,train,1,1644074173
1,CORAL,miiv,train,2,108185247
1,CORAL,miiv,train,3,923069247
1,CORAL,miiv,train,4,1915266254
1,CORAL,eicu,train,0,378150343
1,CORAL,eicu,train,1,1644074173
1,CORAL,eicu,train,2,108185247
1,CORAL,eicu,train,3,923069247
1,CORAL,eicu,train,4,1915266254
1,CORAL,hirid,train,0,378150343
1,CORAL,hirid,train,1,1644074173
1,CORAL,hirid,train,2,108185247
1,CORAL,hirid,train,3,923069247
1,CORAL,hirid,train,4,1915266254
1,CORAL,aumc,train,0,378150343
1,CORAL,aumc,train,1,1644074173
1,CORAL,aumc,train,2,108185247
1,CORAL,aumc,train,3,923069247
1,CORAL,aumc,train,4,1915266254
1,VREx,miiv,train,0,2110949766
1,VREx,miiv,train,1,2085470484
1,VREx,miiv,train,2,1506199391
1,VREx,miiv,train,3,1740095041
1,VREx,miiv,train,4,338671165
1,VREx,eicu,train,0,2110949766
1,VREx,eicu,train,1,2085470484
1,VREx,eicu,train,2,1506199391
1,VREx,eicu,train,3,1740095041
1,VREx,eicu,train,4,338671165
1,VREx,hirid,train,0,2110949766
1,VREx,hirid,train,1,2085470484
1,VREx,hirid,train,2,1506199391
1,VREx,hirid,train,3,1740095041
1,VREx,hirid,train,4,338671165
1,VREx,aumc,train,0,2110949766
1,VREx,aumc,train,1,2085470484
1,VREx,aumc,train,2,1506199391
1,VREx,aumc,train,3,1740095041
1,VREx,aumc,train,4,338671165
1,Fishr,miiv,train,0,1971458540
1,Fishr,miiv,train,1,2006672051
1,Fishr,miiv,train,2,480963236
1,Fishr,miiv,train,3,1184985762
1,Fishr,miiv,train,4,619046343
1,Fishr,eicu,train,0,1971458540
1,Fishr,eicu,train,1,2006672051
1,Fishr,eicu,train,2,480963236
1,Fishr,eicu,train,3,1184985762
1,Fishr,eicu,train,4,619046343
1,Fishr,hirid,train,0,1971458540
1,Fishr,hirid,train,1,2006672051
1,Fishr,hirid,train,2,480963236
1,Fishr,hirid,train,3,1184985762
1,Fishr,hirid,train,4,619046343
1,Fishr,aumc,train,0,1971458540
1,Fishr,aumc,train,1,2006672051
1,Fishr,aumc,train,2,480963236
1,Fishr,aumc,train,3,1184985762
1,Fishr,aumc,train,4,619046343
1,GroupDRO,miiv,train,0,1008242802
1,GroupDRO,miiv,train,1,1948907437
1,GroupDRO,miiv,train,2,1079732049
1,GroupDRO,miiv,train,3,1830448000
1,GroupDRO,miiv,train,4,2061078253
1,GroupDRO,eicu,train,0,1008242802
1,GroupDRO,eicu,train,1,1948907437
1,GroupDRO,eicu,train,2,1079732049
1,GroupDRO,eicu,train,3,1830448000
1,GroupDRO,eicu,train,4,2061078253
1,GroupDRO,hirid,train,0,1008242802
1,GroupDRO,hirid,train,1,1948907437
1,GroupDRO,hirid,train,2,1079732049
1,GroupDRO,hirid,train,3,1830448000
1,GroupDRO,hirid,train,4,2061078253
1,GroupDRO,aumc,train,0,1008242802
1,GroupDRO,aumc,train,1,1948907437
1,GroupDRO,aumc,train,2,1079732049
1,GroupDRO,aumc,train,3,1830448000
1,GroupDRO,aumc,train,4,2061078253
1,MLDG,miiv,train,0,1335006880
1,MLDG,miiv,train,1,1454132562
1,MLDG,miiv,train,2,1216403747
1,MLDG,miiv,train,3,1503504219
1,MLDG,miiv,train,4,67686677
1,MLDG,eicu,train,0,1335006880
1,MLDG,eicu,train,1,1454132562
1,MLDG,eicu,train,2,1216403747
1,MLDG,eicu,train,3,1503504219
1,MLDG,eicu,train,4,67686677
1,MLDG,hirid,train,0,1335006880
1,MLDG,hirid,train,1,1454132562
1,MLDG,hirid,train,2,1216403747
1,MLDG,hirid,train,3,1503504219
1,MLDG,hirid,train,4,67686677
1,MLDG,aumc,train,0,1335006880
1,MLDG,aumc,train,1,1454132562
1,MLDG,aumc,train,2,1216403747
1,MLDG,aumc,train,3,1503504219
1,MLDG,aumc,train,4,67686677
2,CORAL,miiv,train,0,773016108
2,CORAL,miiv,train,1,850551073
2,CORAL,miiv,train,2,1743601332
2,CORAL,miiv,train,3,507579779
2,CORAL,miiv,train,4,1045200913
2,CORAL,eicu,train,0,773016108
2,CORAL,eicu,train,1,850551073
